,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,LE_angle,RE_angle,Xbound,Ybound,frame_num,action
758,[      842.5         351],[      859.5      338.75],[      834.5       335.5],[        895      343.25],[      827.5         336],[        915         436],[        801         414],[        875       528.5],[        749       510.5],[        810       452.5],[        766       454.5],[      865.5       642.5],[        786       631.5],[        857         797],[        761         784],[      853.5         946],[      754.5       928.5],63.924372798697206,11.431664913205482,"[680.9375, 948.9375]","[271.5625, 1011.5625]",759,clap
759,[        842      352.25],[        859      339.75],[      834.5      337.25],[        895      343.75],[        828      338.25],[        916      435.25],[        802         415],[        875       527.5],[      747.5       508.5],[        809      451.75],[      771.5      462.25],[        867         642],[      788.5       631.5],[        860         795],[        766       783.5],[      853.5         944],[      762.5         928],65.02770691820874,2.8117303637936373,"[683.375, 948.875]","[272.875, 1010.875]",760,clap
760,[        842         352],[      858.5      339.25],[        834      337.25],[      894.5      342.75],[        828      338.75],[      916.5         435],[        803      413.75],[        874       526.5],[      746.5       506.5],[      807.5       452.5],[        775      463.75],[        868         642],[        790       631.5],[        860       796.5],[      770.5       783.5],[        855         944],[        771         926],66.85837358104074,2.341781334321761,"[693.125, 949.375]","[272.78125, 1010.78125]",761,clap
761,[      841.5      351.25],[      857.5       338.5],[      833.5      336.75],[        894       341.5],[        828         339],[      917.5       434.5],[      804.5         414],[        874         527],[        748      506.75],[        808         452],[        776         460],[        869         642],[        792       631.5],[        861       795.5],[        775       784.5],[      855.5         943],[      780.5         924],66.53398397419802,0.4296089417958032,"[701.9375, 949.5625]","[272.4375, 1010.4375]",762,clap
762,[      840.5       350.5],[      856.5      337.25],[      832.5       336.5],[      894.5       339.5],[        828         339],[        918       434.5],[      806.5       415.5],[        874       525.5],[        751      509.25],[      809.5      453.25],[        776      461.25],[        871       642.5],[        794         633],[        862         797],[      777.5         783],[        855         944],[      790.5         922],67.5608920832548,3.1135300948432105,"[711.296875, 950.171875]","[272.78125, 1010.78125]",763,walk
763,[        839         351],[      854.5       337.5],[      830.5      337.25],[      892.5         339],[      826.5       340.5],[        918      434.25],[        807       417.5],[      874.5         525],[      754.5      511.75],[        810      452.75],[        774      459.75],[        872         642],[        796       632.5],[      862.5       796.5],[      780.5       780.5],[        855         944],[        800         919],67.36656960651348,8.563037559806224,"[720.65625, 950.15625]","[273.75, 1010.75]",764,clap
764,[      837.5      351.25],[        853      337.75],[        829         338],[      890.5         339],[        825      342.25],[      917.5         434],[      805.5       418.5],[      874.5       524.5],[      755.5       512.5],[        809         452],[      770.5         456],[      873.5       640.5],[        798         632],[      862.5         795],[      783.5         779],[        855         943],[      808.5         916],67.51035583380832,13.140895349515631,"[726.78125, 949.65625]","[274.53125, 1010.03125]",765,clap
765,[        836      352.25],[      850.5      338.75],[      827.5      339.75],[      888.5         339],[        823       343.5],[      916.5       432.5],[      804.5       419.5],[        874         523],[        756         513],[        808      451.25],[      770.5         456],[      874.5       639.5],[      799.5       631.5],[      863.5       792.5],[        786         779],[      855.5       941.5],[        816         913],67.76510321442508,13.14400473783322,"[731.71875, 948.71875]","[275.5625, 1010.0625]",766,clap
766,[        834      353.75],[      848.5       339.5],[      825.5      340.75],[        887       338.5],[        821      343.25],[        916       431.5],[        806         419],[      873.5         522],[        755         513],[        808      451.25],[        774      459.25],[      875.5       638.5],[        802         631],[      864.5       789.5],[      789.5       777.5],[        856       940.5],[        822       911.5],67.94873679909723,9.014276545236026,"[736.46875, 948.34375]","[276.9375, 1008.4375]",767,clap
767,[        832         354],[      845.5         340],[        823       341.5],[      884.5      338.25],[        820      344.25],[        915       429.5],[        806       419.5],[        873       520.5],[      753.5         511],[      805.5         452],[      778.5         462],[      876.5         638],[        804         631],[      865.5       791.5],[        794         777],[      857.5         941],[      827.5       912.5],69.35385566466334,2.815071689844414,"[736.3125, 946.8125]","[276.84375, 1008.34375]",768,clap
768,[      829.5       354.5],[        843         340],[      820.5       342.5],[      881.5      337.75],[      817.5       345.5],[      913.5      428.25],[      806.5       419.5],[        873         520],[        755       512.5],[      804.5      452.25],[      778.5      464.25],[      877.5       635.5],[      805.5         630],[        865         787],[      799.5         777],[      857.5       939.5],[        830         913],69.13285981732676,3.0078391978404073,"[736.71875, 945.96875]","[276.96875, 1007.46875]",769,clap
769,[        827         355],[        840       340.5],[        818      343.25],[      878.5       337.5],[      815.5      346.25],[        913       427.5],[      805.5       420.5],[        873       519.5],[        757       514.5],[      803.5         453],[        775       464.5],[        878         635],[      806.5         630],[        865         786],[      804.5         776],[        858       939.5],[      829.5       917.5],69.76223822761035,7.492932201094814,"[739.1875, 945.5625]","[277.75, 1006.75]",770,clap
770,[        824       355.5],[      836.5      340.75],[      814.5         344],[      875.5         337],[        813       347.5],[      911.5       427.5],[        804      421.75],[        872         519],[        759       516.5],[      801.5      452.75],[      768.5      460.25],[        878         637],[      807.5         632],[        865         789],[      810.5       780.5],[        858       939.5],[        831         919],70.12966743247435,15.818474219510668,"[740.59375, 945.21875]","[278.09375, 1006.09375]",771,clap
771,[      820.5       355.5],[        833       340.5],[        811         344],[      871.5      336.75],[        810       348.5],[      909.5         427],[        803       423.5],[      871.5         518],[        761       517.5],[      798.5      452.25],[        764      458.25],[        878         636],[      808.5         632],[        865       788.5],[      812.5         781],[      858.5         940],[      831.5         920],70.65567072787886,21.17692145579713,"[730.125, 945.0]","[278.6875, 1006.6875]",772,clap
772,[        817       355.5],[        829      340.25],[      807.5       344.5],[      867.5       336.5],[        807      349.25],[        907       425.5],[      802.5       424.5],[        870         517],[      760.5       517.5],[        796         452],[        763      457.75],[        878       635.5],[      809.5         632],[      864.5         789],[      814.5         782],[      858.5         940],[        832         919],70.72163621002969,21.908633815614966,"[726.6875, 942.9375]","[278.59375, 1006.59375]",773,clap
773,[        813       355.5],[      824.5      340.25],[        804         345],[        863         336],[        805      349.25],[        905       423.5],[        802       424.5],[        868         516],[        759         517],[        795      452.25],[      763.5         459],[        879         635],[        811         632],[      863.5         789],[      816.5       784.5],[      858.5         939],[        833         919],70.67109777516251,20.49558668914769,"[735.46875, 940.09375]","[278.9375, 1005.4375]",774,clap
774,[        810       356.5],[        821      340.75],[        801      345.75],[        859      335.75],[        803      350.25],[      903.5       422.5],[      801.5         425],[        865       514.5],[      755.5         516],[      791.5      452.75],[      765.5         460],[        880       633.5],[      812.5       631.5],[        864       786.5],[        818       782.5],[        858         938],[      833.5         918],72.673420784846,16.69167518888912,"[733.0625, 937.9375]","[279.96875, 1005.46875]",775,clap
775,[        805       356.5],[        817      341.25],[      797.5       344.5],[        853         343],[      800.5      354.75],[      902.5       424.5],[        801       426.5],[      864.5       517.5],[        755         519],[      793.5       451.5],[        765         460],[        880         632],[      812.5       629.5],[        863       784.5],[        818       779.5],[        859       940.5],[      833.5       916.5],69.31518960482427,16.821306732281528,"[730.796875, 935.421875]","[279.6875, 1009.6875]",776,clap
776,[        804      358.25],[        814      342.75],[        795         348],[        853      336.75],[      800.5      351.25],[        901      418.75],[        802       423.5],[        861         513],[        760       517.5],[      784.5      451.75],[        759      460.25],[      881.5       630.5],[      815.5       628.5],[      863.5       782.5],[      820.5       779.5],[      857.5       935.5],[        834         917],74.31388697816605,25.07619613293767,"[727.0625, 935.1875]","[280.90625, 1006.40625]",777,clap
777,[        802       358.5],[        812         343],[      793.5      348.25],[        851       336.5],[        801         352],[      900.5         419],[        804      424.25],[        858         512],[        764         518],[        781       450.5],[      754.5      458.25],[        882         629],[        818         627],[        863       779.5],[      821.5         776],[        858       934.5],[        835         916],75.94548355626817,32.14049564016974,"[723.625, 936.25]","[281.625, 1005.125]",778,clap
778,[        801       358.5],[      810.5         343],[      792.5      348.25],[      849.5      335.75],[      801.5      352.25],[        900       418.5],[      805.5         425],[        856      510.25],[      766.5       517.5],[      778.5      449.25],[        752         458],[        883         628],[      819.5         627],[      864.5       777.5],[        823         778],[        861         935],[      835.5         916],77.41453133398478,36.55721648810272,"[711.3125, 937.1875]","[280.78125, 1003.28125]",779,clap
779,[        801         357],[        810       341.5],[      792.5      347.25],[      848.5         334],[      800.5         351],[      899.5      417.75],[        807         424],[        854      507.75],[      766.5         516],[        777      446.25],[      749.5         455],[        885       626.5],[      821.5       625.5],[        867         774],[        825       777.5],[        867         931],[      836.5         917],78.2047253035363,39.33247257863708,"[707.875, 938.0]","[277.8125, 1003.3125]",780,clap
780,[      800.5         359],[      809.5      343.25],[      792.5      348.75],[      848.5         335],[      802.5         352],[      899.5      416.75],[      807.5         424],[        851      507.25],[        766         516],[        777      447.25],[      753.5         458],[        885         625],[        822         625],[        867       773.5],[      824.5         775],[        870         934],[        838       915.5],79.15186086582892,36.441718219990705,"[718.1875, 937.3125]","[280.09375, 1000.09375]",781,clap
781,[        801         358],[      809.5       342.5],[        793         348],[        848      333.75],[        802         351],[        898         417],[        809         424],[        847       504.5],[        764       513.5],[        774      445.25],[      754.5      454.25],[        886         625],[        824         624],[      868.5       772.5],[        826         773],[        879         930],[        839       915.5],81.17177787443448,35.80207684993437,"[715.875, 937.75]","[278.0625, 998.0625]",782,clap
782,[        801       358.5],[      809.5         343],[      793.5       348.5],[        848         334],[        803         351],[        898      416.75],[      810.5      423.25],[        845      504.75],[        765       512.5],[      773.5         445],[      754.5      454.25],[        886         624],[        825       623.5],[        868       771.5],[        826         772],[        886         929],[        840         915],81.17510775674785,37.23092966951849,"[716.375, 938.0]","[277.25, 996.25]",783,clap
783,[        801      359.25],[      809.5         344],[        794         349],[        848       334.5],[        804       350.5],[        897       416.5],[        812       422.5],[        843      505.25],[      768.5         512],[        772       445.5],[        750         451],[        886       623.5],[      825.5         623],[        868       772.5],[      826.5         773],[        892       929.5],[      840.5       915.5],81.23618675164607,42.79273784722979,"[715.5625, 938.0625]","[278.0, 994.0]",784,clap
784,[      800.5       358.5],[      811.5       343.5],[      793.5       346.5],[        848      340.25],[      805.5      350.25],[      896.5      418.25],[      814.5         420],[        842       505.5],[        770       510.5],[      774.5         446],[      749.5         457],[        883         624],[      824.5         622],[        869         774],[      827.5         771],[      893.5       930.5],[        843         910],80.59504440201299,47.14964371961427,"[714.34375, 938.59375]","[277.03125, 992.53125]",785,clap
785,[      801.5       358.5],[        812      343.25],[      794.5         346],[      849.5      340.75],[      807.5      349.25],[      896.5         418],[      816.5      419.25],[      841.5       505.5],[        772      510.25],[      773.5         445],[        749         456],[      882.5       624.5],[        825       622.5],[        871       775.5],[      828.5       771.5],[      896.5       931.5],[      843.5       911.5],80.4926172209812,49.034295393404555,"[707.625, 940.625]","[276.0, 991.0]",786,clap
786,[        803       359.5],[        811      344.75],[        797      348.25],[        849         335],[        811       347.5],[        897       415.5],[      818.5       420.5],[      839.5       505.5],[        776      511.25],[      770.5      443.75],[        748         450],[        886         623],[        828         622],[      872.5         774],[      828.5         772],[        900         932],[      841.5       915.5],80.74781971453429,49.661783216087336,"[705.875, 940.75]","[276.125, 990.625]",787,clap
787,[        803      357.75],[      813.5      343.25],[        797      345.25],[        851         341],[        811       347.5],[        897      417.75],[      817.5      420.75],[        839         505],[        774       509.5],[        771         444],[        751       454.5],[      882.5         626],[      826.5         624],[        875         779],[        831         775],[      901.5       934.5],[      844.5         913],81.72025644018971,48.805155993130775,"[712.0625, 940.8125]","[275.375, 990.375]",788,clap
788,[        804      357.75],[      814.5      343.25],[      798.5         345],[      852.5      341.25],[      813.5         348],[        897       417.5],[        818       422.5],[      838.5       504.5],[      774.5         509],[        771         445],[      754.5         455],[        883       626.5],[        827       625.5],[      876.5         780],[        832         776],[        903         936],[        845         914],82.52185107614604,47.020510587914764,"[709.78125, 942.03125]","[275.96875, 994.46875]",789,clap
789,[        807      359.25],[      815.5         345],[        802      347.75],[        854       336.5],[        817       347.5],[        899      416.75],[      821.5      422.75],[      837.5      506.75],[        778       510.5],[        771         446],[        756         451],[        887         627],[        830         626],[        878       780.5],[      831.5       777.5],[        903       937.5],[        843         916],81.93334124105665,46.6606011891781,"[713.0625, 942.9375]","[275.625, 997.125]",790,clap
790,[        809       359.5],[        817       345.5],[        804         348],[        855      336.75],[        820       347.5],[      901.5      419.25],[      824.5       422.5],[        838       508.5],[      781.5         511],[        771         445],[        755       448.5],[        888       628.5],[        831       626.5],[      880.5         783],[      833.5       778.5],[        903         939],[        844         916],81.9675650804651,48.89093530003726,"[713.625, 943.75]","[275.5625, 997.0625]",791,clap
791,[      811.5         359],[      819.5      344.75],[        806         347],[      856.5      335.75],[      822.5         347],[        904      420.25],[        828      420.75],[        839       508.5],[      787.5         512],[      771.5      443.75],[        756      449.75],[        888         630],[        831       627.5],[      883.5         786],[      835.5         781],[        904         943],[      845.5         917],82.5645109086816,50.77386259394734,"[716.4375, 945.0625]","[273.5625, 999.0625]",792,clap
792,[      811.5         357],[        822      342.75],[        807       343.5],[      861.5      340.75],[      826.5         346],[        902       424.5],[        832       418.5],[      838.5      510.25],[        787         509],[        776         446],[        756       451.5],[      885.5       632.5],[      833.5         628],[        884         788],[      837.5         780],[        905       942.5],[      846.5         913],80.72984915169158,54.76874889529039,"[710.96875, 945.71875]","[273.875, 1000.375]",793,clap
793,[        813       355.5],[        824       341.5],[        809      342.25],[      864.5         340],[        829      344.75],[      904.5       424.5],[      833.5      418.75],[        840       510.5],[        789      508.75],[      777.5       445.5],[        758       451.5],[        887       632.5],[      834.5         628],[      885.5         788],[      838.5         780],[        907         943],[        847         913],80.74659493176858,54.74470569031569,"[708.28125, 947.28125]","[272.09375, 1001.59375]",794,clap
794,[      818.5       357.5],[      826.5         343],[        814       345.5],[      864.5       334.5],[      834.5       344.5],[        909      421.25],[        839         416],[        841       508.5],[        795       508.5],[      775.5      438.75],[      760.5      447.75],[        891       629.5],[        836       625.5],[      888.5         786],[      837.5         780],[        906         943],[        846       915.5],81.13193868443103,55.031592826833595,"[717.5, 950.25]","[271.25, 1000.25]",795,clap
795,[      821.5         357],[      829.5         343],[        817       344.5],[      868.5       334.5],[        838       343.5],[        912       422.5],[      840.5       416.5],[        841      507.25],[      795.5      505.75],[      777.5      437.75],[      763.5         448],[      892.5       631.5],[        837         627],[        890         788],[        838         781],[        906         943],[        846       915.5],82.37184424198178,55.74870518055692,"[720.125, 952.375]","[270.125, 1000.625]",796,clap
796,[      824.5      356.25],[        833       342.5],[        820         344],[      871.5       334.5],[        839         343],[        913         423],[        841       417.5],[      842.5      507.25],[      797.5       505.5],[        781      438.75],[        766      451.25],[      894.5         631],[        839       626.5],[      891.5       787.5],[        838         780],[      906.5         943],[      846.5       915.5],81.84025212683711,56.445409926787875,"[724.75, 954.25]","[270.0, 1000.5]",797,clap
797,[      827.5       356.5],[      835.5       342.5],[        823       344.5],[      873.5         334],[        843         344],[      917.5       421.5],[        841       418.5],[      845.5         507],[        799       505.5],[        781      437.75],[        767       449.5],[        897         631],[        840         627],[        893         787],[        838       779.5],[        908       942.5],[      846.5       915.5],83.06695897706946,55.51420892128094,"[725.46875, 956.46875]","[269.4375, 999.9375]",798,clap
798,[      829.5      355.75],[        838       342.5],[      825.5      343.75],[      876.5         334],[      845.5         342],[        919      422.75],[      844.5         417],[        848         508],[      801.5       504.5],[      783.5      438.25],[        768      448.25],[        898       631.5],[        842       626.5],[        895         787],[        839       779.5],[        909         942],[        847         915],82.54956434706482,56.94696861587081,"[728.1875, 958.9375]","[268.375, 999.875]",799,clap
799,[        832       355.5],[        840         342],[        828      343.25],[        879         334],[        849      341.75],[        922         423],[      848.5      414.75],[        849      509.25],[        803       503.5],[      785.5      437.75],[      770.5      445.75],[      900.5         631],[        844       625.5],[      897.5         786],[        840         778],[        910       941.5],[        847         914],81.85246279998687,56.512656252241804,"[729.15625, 961.15625]","[267.625, 999.125]",800,clap
800,[      833.5      354.75],[        842         341],[      829.5       342.5],[        880         334],[      851.5       341.5],[        924         423],[      853.5      412.25],[      850.5         510],[        806         503],[      786.5         437],[        772       444.5],[        902       630.5],[      846.5       624.5],[        899       785.5],[        841         777],[        911       940.5],[      846.5         914],81.43349035149754,57.79328654299242,"[724.28125, 963.53125]","[266.9375, 998.4375]",801,clap
801,[        835      354.25],[      843.5       340.5],[      831.5         342],[        882      333.25],[      854.5         341],[        926       423.5],[        855         412],[        852         510],[        807      502.25],[        789       437.5],[      774.5      444.75],[        903         631],[        847         625],[        900       785.5],[      840.5         776],[        911       940.5],[      846.5         913],81.53621658508936,57.4824334799244,"[727.0625, 965.0625]","[265.5625, 999.0625]",802,clap
802,[        837         354],[      845.5       340.5],[      833.5      341.75],[        884         333],[        856         340],[        928      423.25],[      854.5         413],[        853      508.25],[      807.5         501],[        790       437.5],[      776.5      444.75],[      904.5       631.5],[        848         625],[      900.5         785],[        840       775.5],[      911.5         940],[      846.5         912],83.10743136072837,56.96591738849172,"[733.6875, 966.4375]","[265.0625, 998.5625]",803,clap
803,[        839       353.5],[        847         340],[        835       341.5],[        885       332.5],[        856       339.5],[        929       422.5],[        854         414],[        854       507.5],[        808       500.5],[        794       438.5],[      779.5       446.5],[      905.5       630.5],[      848.5         624],[        901         784],[        839         774],[        912         939],[        846       911.5],82.43275252657287,55.82778025559394,"[735.71875, 967.34375]","[264.875, 998.375]",804,clap
804,[        840       353.5],[        848       339.5],[        836         341],[        886         332],[        856      339.25],[      930.5       422.5],[        855      413.25],[        856         509],[      809.5         501],[      797.5       439.5],[        781      447.25],[      906.5       630.5],[        849         624],[      901.5         784],[      838.5         773],[        912       939.5],[      845.5       910.5],80.82560070470396,55.341566681328665,"[737.03125, 968.03125]","[264.5625, 998.0625]",805,clap
805,[        840       353.5],[        848      339.75],[        836       341.5],[        886         332],[        857         339],[        932      421.75],[        857       412.5],[      857.5       509.5],[        811      500.75],[      796.5      438.25],[        779      444.75],[      906.5         631],[        849         624],[      901.5         784],[      837.5       772.5],[        912         940],[      845.5       910.5],80.89951798882767,57.27550026142113,"[737.625, 969.25]","[264.5, 998.0]",806,clap
806,[        840         354],[        848         340],[        836         342],[        886         332],[        858       339.5],[        933       421.5],[        859       411.5],[        859      510.25],[      812.5      500.75],[        797         438],[      779.5       444.5],[        907       630.5],[        850       623.5],[      901.5         783],[        836         771],[      912.5       939.5],[      844.5       909.5],80.45537500967632,57.91862014511624,"[738.59375, 970.59375]","[264.5, 998.0]",807,clap
807,[      840.5       354.5],[        848       340.5],[        836       342.5],[        886      332.25],[        858      339.75],[      933.5       421.5],[        861       410.5],[        860       510.5],[        814      501.25],[        797      437.25],[      779.5      444.25],[      907.5         631],[      850.5         623],[        902         784],[        834         770],[      912.5       939.5],[      843.5       909.5],80.24912772571138,58.564899919576874,"[735.6875, 971.8125]","[264.25, 998.75]",808,clap
808,[      840.5      355.25],[        848         341],[        836         343],[      885.5      332.25],[      858.5         340],[      933.5       421.5],[        861       410.5],[      859.5         510],[      813.5      500.75],[        797         437],[      779.5         444],[        908         631],[      851.5       623.5],[        902       783.5],[        833       768.5],[      912.5       939.5],[      842.5         909],80.46991867154793,58.68516442315862,"[733.21875, 972.09375]","[264.1875, 998.6875]",809,clap
809,[        840       355.5],[        848       341.5],[        836      343.25],[      885.5      332.25],[        858         340],[        933       421.5],[        859       411.5],[        858         509],[      811.5         500],[      796.5      436.75],[      779.5       443.5],[        908         631],[      850.5       623.5],[        902         783],[        832         767],[        913         939],[        841         909],81.0060912452633,57.7494730236039,"[737.0, 971.625]","[264.1875, 998.6875]",810,clap
810,[        840       355.5],[      847.5      341.25],[      835.5      343.25],[      885.5       331.5],[        856       340.5],[        932         421],[        856       412.5],[      857.5         508],[      809.5         500],[        798         438],[        782      444.25],[      907.5         631],[        849       623.5],[        902       783.5],[        832       767.5],[      912.5       939.5],[        839         909],80.93870253664755,54.24335747845728,"[737.1875, 970.5625]","[264.0625, 998.5625]",811,clap
811,[        839       354.5],[      846.5       340.5],[      834.5       342.5],[        885      331.25],[      855.5       339.5],[        931      421.75],[        855      412.25],[        858      509.25],[        809       500.5],[        799         439],[      782.5         444],[      906.5       631.5],[      848.5       623.5],[        902         784],[      831.5       767.5],[      912.5       939.5],[      836.5         909],79.86323678081416,52.658443145235,"[738.84375, 969.34375]","[263.8125, 998.3125]",812,clap
812,[        837      353.75],[        845      339.75],[      833.5       341.5],[      883.5         331],[      855.5       339.5],[        930      420.25],[        853         412],[      858.5       509.5],[        808      500.75],[        798         438],[        780         444],[        906         631],[        847       623.5],[        902         784],[      831.5         769],[      912.5       939.5],[      835.5       910.5],78.93528965698516,53.14830033613895,"[738.75, 968.25]","[263.6875, 998.1875]",813,clap
813,[      835.5      352.25],[      843.5      338.25],[        832         340],[        882       330.5],[        855       338.5],[        929      420.25],[      853.5       410.5],[      858.5      510.25],[      807.5      500.25],[      797.5         438],[      778.5      443.25],[      904.5         631],[      846.5         624],[      901.5         784],[      831.5         771],[      912.5       939.5],[        834       911.5],78.24687185556877,54.10243401798196,"[738.75, 967.375]","[263.4375, 997.9375]",814,clap
814,[      834.5      350.75],[        843      336.25],[      830.5       338.5],[      881.5         329],[      852.5       338.5],[        928      420.25],[      851.5         411],[        858      510.25],[        806      501.25],[      794.5      436.75],[      776.5       442.5],[      903.5         631],[        845         624],[        901       783.5],[        832         772],[      912.5         939],[      832.5       913.5],78.70021375918576,53.41768422531853,"[734.9375, 965.9375]","[263.3125, 997.8125]",815,clap
815,[        833       348.5],[        842         334],[      828.5       336.5],[        881       327.5],[        848       337.5],[        926       418.5],[      847.5         412],[        857       509.5],[        803         502],[      792.5      436.75],[        776      443.25],[      902.5       629.5],[      842.5         624],[      899.5         783],[        832         773],[      912.5       939.5],[        832         915],78.73105379619436,50.99214165974215,"[730.375, 964.5]","[263.3125, 997.8125]",816,clap
816,[      831.5         345],[        841         331],[        827         333],[      881.5         326],[      845.5      335.25],[      923.5         418],[        844         412],[        855      508.75],[        800      502.25],[        791         437],[      775.5      443.75],[      900.5         629],[      840.5         624],[      898.5       783.5],[        832         774],[        912       939.5],[      833.5         915],78.77878636888917,48.7149386837471,"[733.46875, 962.09375]","[262.375, 997.875]",817,clap
817,[        831       342.5],[        841         328],[        826      330.25],[      881.5         324],[        842         334],[      921.5       416.5],[      839.5         413],[      853.5       506.5],[        797       502.5],[        788      436.75],[      775.5      446.25],[        899         628],[      838.5       623.5],[        897       782.5],[        833       774.5],[        912         939],[        834         915],80.27324365217576,46.31915577397742,"[730.5625, 959.8125]","[261.125, 998.125]",818,clap
818,[        830       339.5],[      840.5         325],[        825         327],[        881         322],[        839         332],[      918.5       416.5],[        836         413],[      851.5       506.5],[      793.5       503.5],[        787      437.25],[      775.5         448],[        896         629],[      835.5       624.5],[        895       783.5],[      832.5       775.5],[        912       939.5],[        834       914.5],79.6316869134994,43.12451217402537,"[730.65625, 956.15625]","[260.5625, 997.5625]",819,clap
819,[      828.5         337],[        840       322.5],[        824       324.5],[      880.5       320.5],[        837         330],[        917       414.5],[        835       411.5],[        850         506],[      791.5      503.25],[        784      435.75],[        769         446],[      893.5         628],[      833.5       624.5],[        893       784.5],[        832         777],[        911         940],[      834.5         915],79.42646799408116,46.82178252915439,"[728.09375, 954.21875]","[259.5625, 997.5625]",820,clap
820,[        827       334.5],[      838.5         320],[        822      322.25],[      879.5      319.75],[        834      328.75],[        914      415.25],[      832.5         411],[      848.5         506],[      788.5      503.75],[        782         435],[      762.5      443.75],[        891       628.5],[        831       624.5],[      891.5         785],[      830.5         778],[        911         940],[      834.5         916],78.9458949034122,48.80805291211143,"[727.34375, 951.34375]","[259.3125, 997.3125]",821,clap
821,[      825.5       333.5],[      837.5         319],[      820.5         321],[      878.5         319],[      831.5      327.75],[        911       414.5],[      831.5       410.5],[        847       505.5],[      787.5      504.75],[        781       434.5],[        759      446.25],[        888       628.5],[      828.5         625],[        890         786],[      829.5         778],[        910       940.5],[      834.5         916],78.0284347259391,50.99960685088569,"[723.15625, 948.15625]","[259.25, 997.25]",822,clap
822,[      823.5       332.5],[      835.5      318.25],[      818.5      320.25],[      876.5      318.75],[        830      327.75],[        909       414.5],[        829      410.75],[      844.5      504.25],[      784.5       504.5],[        779      433.25],[        756         445],[      885.5       627.5],[      825.5       624.5],[      888.5         785],[        829       778.5],[      909.5       940.5],[      834.5         917],78.39602970088268,50.98616260407686,"[715.09375, 945.59375]","[259.0625, 997.0625]",823,clap
823,[      822.5       331.5],[        835       317.5],[      817.5         319],[        876       318.5],[      828.5      327.25],[        907         414],[        827         410],[        842       502.5],[      781.5         503],[      776.5      432.75],[      753.5      444.25],[        883       627.5],[        823       624.5],[      886.5       784.5],[        827       778.5],[      909.5       940.5],[        834         917],79.49608574859843,51.55233773047284,"[712.453125, 943.828125]","[259.4375, 996.4375]",824,clap
824,[      821.5      331.25],[        834      316.75],[        816      318.75],[        875         318],[        825      327.25],[        905       415.5],[        823       411.5],[        839      500.75],[      775.5         503],[      774.5      433.75],[        754      446.25],[        881       627.5],[        820         625],[        885       784.5],[        826       779.5],[        909         940],[      833.5       917.5],81.65766321737816,48.18440996029378,"[716.953125, 941.578125]","[259.875, 996.875]",825,clap
825,[        820      331.25],[      832.5         317],[      814.5       319.5],[        874         319],[        822       327.5],[        902      414.25],[        820         412],[        837       501.5],[      768.5       501.5],[      771.5         436],[      753.5      443.25],[        880         627],[        819       624.5],[      882.5         782],[      823.5         778],[        908         937],[        832       916.5],81.68558281445395,44.35748183096817,"[713.875, 939.375]","[260.9375, 997.9375]",826,clap
826,[        819         331],[        832         317],[      813.5       319.5],[        873         320],[        820      328.25],[        901      414.25],[        817         412],[        836      502.75],[        766      501.75],[      769.5      437.75],[        752      443.75],[        878       626.5],[      816.5         624],[        881         782],[        822         778],[        907       937.5],[        832         917],81.9494510944109,43.177627080796434,"[713.25, 937.25]","[261.4375, 998.4375]",827,clap
827,[        818       330.5],[        831       316.5],[      812.5         319],[        871       320.5],[        818      328.25],[        899       415.5],[        815       412.5],[      836.5      504.25],[      765.5      502.75],[        769         439],[        748         446],[      876.5       626.5],[      814.5         624],[        880         783],[      821.5         778],[        906         938],[        832         917],81.1251995632266,45.881926499460306,"[712.25, 935.625]","[261.8125, 998.8125]",828,clap
828,[        817       330.5],[        830       316.5],[        811       319.5],[        870      321.25],[      816.5      328.75],[        897       415.5],[      813.5       412.5],[      835.5       505.5],[        766         504],[        769      438.75],[        744       444.5],[        875       626.5],[        813         624],[      878.5       782.5],[        821         779],[      905.5         938],[        832         918],79.23860075412205,47.726752980701065,"[712.25, 933.875]","[262.125, 999.125]",829,clap
829,[      815.5      330.75],[        829         317],[      809.5         320],[        869       322.5],[      814.5       329.5],[      895.5       415.5],[      811.5         413],[      834.5      505.75],[      764.5       504.5],[        767       439.5],[      740.5      443.75],[      873.5       626.5],[        812         625],[        877         783],[      820.5         779],[      904.5         939],[        832       918.5],79.59023055798453,48.74488614932202,"[705.125, 933.125]","[262.6875, 999.6875]",830,clap
830,[      814.5      330.75],[        828       317.5],[      808.5      320.25],[        868         323],[        813         330],[      894.5      414.75],[      809.5       413.5],[      834.5      505.25],[        763      505.25],[      765.5       439.5],[        739         444],[        873       626.5],[      810.5         625],[        876       783.5],[      820.5         780],[        903       939.5],[        832       918.5],79.92535252551914,48.27350875971192,"[700.25, 932.25]","[263.4375, 1000.4375]",831,clap
831,[        813         332],[      826.5      318.25],[        807      320.75],[      866.5         323],[        811      330.25],[        894         416],[        807      414.75],[        833       504.5],[      759.5       505.5],[        764      440.75],[      742.5      446.75],[      871.5         627],[        809       625.5],[      874.5       783.5],[        819         780],[        901         938],[      831.5         919],81.84191164239363,43.7666973088852,"[705.4375, 930.4375]","[263.5, 1001.5]",832,clap
